source,title,url,category,text,sentiment_polarity,sentiment_subjectivity,sentiment_label
Times,Tax measures under scrutiny,https://times.mw/tax-measures-under-scrutiny/,economy,"Debate has ensued among commentators and economists over the revenue collection enforcement drive by the Malawi Revenue Authority (MRA) on some taxes andnew tax measures recently introducedby the government.
Experts say while the measures are necessary for addressing fiscal pressure, they could hurt businesses and other tax payers, if enforced haphazardly.
For instance, in recent weeks, MRA called on property owners to register, obtain Taxpayer Identification Numbers (TPINs) and declare rental income ahead of a nationwide landlord identification exercise scheduled this February, as it moves to enforce tax collection on rentals.
But analysts warn that while broadening the tax base is crucial for fiscal stability, its success would hinge on public trust, gradual implementation and visible improvements in service delivery by duty bearers.
The revenue collection body also postponed rollout of its Electronic Invoicing System (EIS) to May this year following protests over inadequate consultation and low civic education.
In an interview on Tuesday, economist Marvin Banda said tax reforms are central to stabilising public finances and reducing Malawi’s dependence on borrowing and donor funding.
Banda said compliance would allow the government to improve public services while shrinking chronic fiscal shortfalls.
Malawi’s budget deficits have averaged 10 to 14 percent of GDP, and according to Banda, without increased revenue mobilisation, the country risks deepening debt burdens and aid dependency.
“By broadening the tax base and improving tax compliance the government would be able to improve the type and quality of public service delivery, reduce fiscal deficits, debt financing and aid dependency,” he said.
However, Banda acknowledged widespread public frustration with the tax system due to poor public service delivery.
He said gradual taxation is ideal for Malawi’s situation to allow the taxpayers adapt to the changing environment.
Taxation expert Emmanual Kaluluma said rental income tax laws, for instance, have existed for years, with the real problems lying in weak compliance, limited taxpayer education and uneven enforcement.
Kaluluma cautioned against what he described as a blanket application of the law without regard to Malawi’s poverty levels and income distribution.
Speaking on Times Radio on Monday, MRA Manager for Domestic Taxes– Technical Enock Hapala said landlords will only be taxed on profits after expenses, with the first K2.04 million charged at zero percent and income above that threshold taxed at 30 percent.
MRA Head of Corporate Affairs Wilma Chalulu said the implementation would be phased.
Other tax measures introduced in the 2025-26 Budget include removal of the 25 percent tax band on Pay As You Earn, with incomes between K170 000 and K1.57 million now attracting 30 percent tax. Those up to K10 million will be taxed at 35 percent while a new 40 percent tax rate applies beyond that threshold.
When presenting the mid-year budget statement, Minister of Finance Joseph Mwanamvekha announced the increase in the value added tax (VAT) rate from 16.5 percent to 17.5 percent.
He also announced the introduction of a 0.05 percent bank transfer levy to be applied on all bank transfers and another 0.05 percent mobile money levy on mobile money transfers of above K100 000 to be paid by the sender.
In its 2025 Annual Economic Report, Malawi Confederation of Chambers of Commerce and Industry said while necessary for addressing Malawi’s fiscal pressures, the revenue measures, have important implications for the business environment.
The chambers called for a carefully balanced policy approach. The government faces fiscal pressure amid low revenue generation and rising public debt, now at K24.2 trillion, a situation which makes revenue mobilisation an increasingly urgent policy priority.",-0.020367437440608167,0.4078634779854291,neutral
Times,US flags corruption as  major business hurdle,https://times.mw/us-flags-corruption-as-major-business-hurdle/,economy,"The United States (US) State Department has saidcorruption remains a major obstacleto doing business in Malawi.
In its 2025 Investment Climate Statement for Malawi, the US State Department notes that although some progress has been made to curb the vice, firms with US affiliations have reported irregularities in tender processes and mining licensing.
The US State Department says despite these challenges, the companies have continued to pursue business opportunities in the country.
The Investment Climate Statement says corruption, fraud, bribery of public officials, illicit payments, misuse of funds and conflicts of interest are reportedly common in Malawi.
It adds that several high-profile government scandals have occurred under all recent presidential administrations.
According to the report, although corruption in all its forms is illegal in Malawi, enforcement remains insufficient and slow.
The 2025 Investment Climate Statement further says Malawian law requires all public officials at all levels of government to declare their assets and business interests.
“However, access to view or obtain copies of the declarations is difficult at best and the law does not extend to family members,” it says.
The US State Department adds that although all public officials are required to disclose any conflict of interest and to recuse themselves from any deliberation or decision-making process related to such conflicts, there is no clear definition of what constitutes a conflict of interest.
“In practice, the requirements for public asset declarations, political party financial reporting, and conflict of interest disclosures are rarely enforced, and noncompliance is high,” it says.
ACB acting Director General Gabriel Chembezi asked for more time before commenting on the matter.
In its 2025 Annual Economic and Business Review, the Malawi Confederation of Chambers of Commerce and Industry (MCCCI) says foreign exchange scarcity emerged as the most significant business challenge in 2025, with 74.1 percent of respondents ranking it among their top three constraints.
The review says inflation was cited as the second most critical challenge, at 70.4 percent, followed by rising input costs at 55.6 percent, policy uncertainty at 29.6 percent, and high interest rates at 22.2 percent.
According to the MCCCI, only 3.7 percent of respondents reported not being affected by foreign exchange shortages, while 63.0 percent said they were severely and frequently impacted, highlighting the widespread and persistent nature of the challenge.",0.07164285714285713,0.38585714285714284,neutral
Times,"Most aspirants to go unopposed during ERFA, SRFA elections",https://times.mw/most-aspirants-to-go-unopposed-during-erfa-srfa-elections/,politics,"Mist surrounds two Football Association of Malawi (Fam) member associations polls as most candidates are set to go unopposed,Malawi NewsSport can reveal.
Local football analysts have since questioned the development, arguing that associations might be crippled by electing incapable candidates.
The development comes after some quarters accused Fam leadership of handpicking candidates to contest.
Newly established Eastern Region Football Association (ERFA) will hold its elective annual general assembly in Mangochi today with most candidates set to be elected unopposed.
The only battle would be between interim general secretary Francis Onions facing new blood Harold Kachepatsonga.
However, Abdul Chiwalo (Chairperson), Ella Nyirongo (vice General Secretary), Peterkins Nkondwazi (Treasurer) and Brenda Chunga (vice Treasurer) would be elected unopposed.
Similarly, the Southern Region Football Association (SRFA) would hold its polls next week and most aspirants are set to go unopposed.
SRFA’ Vice Chairperson Dyles Kachala is set to replace Chairperson Raphael Humba unopposed while Patrick Mbalati will go for the post of Vice Chairperson unopposed.
Pharaoh Phiri has been nominated for the post of Treasurer unopposed.
Local football analysts feel the situation is unhealthy for the sport.
Interestingly, Northern Region Football Association (NRFA) and Central Region Football Association (CRFA) have aspirants vying for various positions.
It is a similar case at NRFA where candidates have emerged challenging each other.
Football pundit Roy Abramo M’dechi has described the situation as worrisome.
“There are two things here. It could be that people did not show interest to contest or upon realising possible candidates some bow out of the race, fearing they might lose.
“As for the central and northern regions it is different, having attracted interest from a lot of candidates. Perhaps in these regions candidates feel they can add value in these regions,” M’dechi said.
Similarly, Blantyre District Football League Chairperson Mario Gadaga lamented lack of interest to contest in the elections.
“People did not express interest for whatever reasons but it is very unfortunate for the game as you need aspirants to outline manifestos to outdo each other,” Gadaga said.
Meanwhile, CRFA incumbent Chairperson Austin Ajawa will face Goodall Chinjoka whereas Abel Chiumia and Gift Jere would battle for the post of Vice Chairperson.
The post of General Secretary would see Antonio Manda and Christopher Njeula battling whereas Walesi Kazonde and Williams Kapenuka are set to tussle for the post of Vice General Secretary.
Hastings Chilunga and Charles Majidu are contesting for the Treasurers post.
Incumbent General Secretary Masiya Nyasulu faces Chauka Mwasinga for the post of the Chairperson. The post of Vice Chairperson would attract Ralph Kasilika and Ephimack Lwanja.
Lupakisho Simwaka and Desire Kiombwe are vying for the post of Vice Chairperson.
However, Noel Nyirenda and Felix Chipete would be unopposed on the positions of Vice General Secretary and Treasurer respectively.",0.04311294765840222,0.459366391184573,neutral
Times,27 million litres DRC fuel mystery,https://times.mw/27-million-litres-drc-fuel-mystery/,politics,"By Mercy Matonga
Mystery surrounds what happened to some 27 million litres of fuel the Democratic Republic of Congo (DRC) donated to Malawi in 2023, as authorities struggle to account for the bulk of the fuel.
Malawi Newscan report that out of the 27 million liters announced by the DRC government to have been donated in August 2023 when former president Lazarus Chakwera visited Angola, where he met the President of the Democratic Republic of Congo, Félix Tshisekedi Tshilombo, only 2.3 million liters arrived in the country.
During the meeting, Tshisekedi pledged the nearly 30 million litres of fuel to Malawi, following the fuel shortages that the country had been facing since 2021.
In interviews, several sources raised eyebrows over the fuel deal claiming some officials might have misdirected the rest of the fuel for private business.Malawi News, however, could not independently confirm the allegations.
However, according to the National Oil Company of Malawi (Nocma), only 2.3 million litres of fuel were received between September and November 2023, and the institution is unaware of what happened to the remainder.
When asked about the missing fuel, Nocma spokesperson Raymond Likambale said the donation was a government-to-government arrangement.
“It is a grant made by one President to another. Accordingly, the progress reports on the receipt of fuel are submitted to OPC [Office of the President and Cabinet]. The report showing 2.3 million litres as having been received by Nocma, was also sent to OPC for action and guidance. So, in terms of follow up, we refer you to the Office of the President and Cabinet,” Likambale said.
He further confirmed that Nocma only received 2.3 million litres of fuel between September and November 2023 and that no further consignments have arrived since then.
“We confirm receipt of 2.3 million litres. However, the original agreement was for 30 million litres, with 15 million litres allocated for each product. We only received the aforementioned 2.3 million litres, and no further shipments have been received since November 2023,” he said.
According to a Nocma memo, the DRC expressed concern over Malawi’s fuel shortages, which were attributed to a lack of foreign exchange, and decided to extend a hand of solidarity in the form of fuel supply.
“Accordingly, DRC shall dispatch fifteen million litres of diesel as well as fifteen million litres of petrol, with Malawi only responsible for logistical arrangements. This fuel supply shall be treated with utmost urgency to provide quick relief to the Malawian nation,” reads part of the memo.
The memo further said that Nocma management and a representative of the DRC government, identified as Dr. Nir, held several meetings to operationalise the fuel grant.
Malawi Newsreached Nair who said did not have full information but said deliveries may not have concluded due to logistical issues and referred the matter to Nocma for more explanation.
“I was more in the bilateral agreement, then they worked directly on the logistics, I am not sure on quantity, I know the DRC started but did not complete, due to supply problems at their port,” said Nair.
The memo also indicates that between September and November 2023, a total of 62 trucks delivered 2,336,753 litres of fuel to Malawi.
Out of this, 640,064 litres were petrol, while 1,696,689 litres were diesel. In September 2023, 41 trucks transported 1,545,286 litres of diesel.
In October, only one truck delivered 37,414 litres of diesel, while in November, 20 trucks brought in 754,053 litres comprising 640,064 litres of petrol and 113,989 litres of diesel.
WhenMalawi Newssought comment from the Office of the President and Cabinet through its spokesperson, Geoffrey Kawanga, he referred the publication to the Chief Secretary, who did not respond.
Malawi has been facing shortages of fuel supply for some time. Long queues for fuel have been persistent despite government—past and present promise to solve the situation.",0.05495495495495496,0.47875375375375373,neutral
Times,Sports Arena on Bullets’ Caf Champions League game – 18 August 2023,https://times.mw/sports-arena-on-bullets-caf-champions-league-game-18-august-2023/,sports,"No products in the cart.
First Name
Last Name
Email address:
CountryAfghanistanAland IslandsAlbaniaAlgeriaAmerican SamoaAndorraAngolaAnguillaAntarcticaAntigua and BarbudaArgentinaArmeniaArubaAustraliaAustriaAzerbaijanBahamasBahrainBangladeshBarbadosBelarusBelgiumBelizeBeninBermudaBhutanBoliviaBonaire, Saint Eustatius and SabaBosnia and HerzegovinaBotswanaBouvet IslandBrazilBritish Indian Ocean TerritoryBritish Virgin IslandsBruneiBulgariaBurkina FasoBurundiCambodiaCameroonCanadaCape VerdeCayman IslandsCentral African RepublicChadChileChinaChristmas IslandCocos IslandsColombiaComorosCook IslandsCosta RicaCroatiaCubaCuracaoCyprusCzech RepublicDemocratic Republic of the CongoDenmarkDjiboutiDominicaDominican RepublicEast TimorEcuadorEgyptEl SalvadorEquatorial GuineaEritreaEstoniaEthiopiaFalkland IslandsFaroe IslandsFijiFinlandFranceFrench GuianaFrench PolynesiaFrench Southern TerritoriesGabonGambiaGeorgiaGermanyGhanaGibraltarGreeceGreenlandGrenadaGuadeloupeGuamGuatemalaGuernseyGuineaGuinea-BissauGuyanaHaitiHeard Island and McDonald IslandsHondurasHong KongHungaryIcelandIndiaIndonesiaIranIraqIrelandIsle of ManIsraelItalyIvory CoastJamaicaJapanJerseyJordanKazakhstanKenyaKiribatiKosovoKuwaitKyrgyzstanLaosLatviaLebanonLesothoLiberiaLibyaLiechtensteinLithuaniaLuxembourgMacaoMacedoniaMadagascarMalawiMalaysiaMaldivesMaliMaltaMarshall IslandsMartiniqueMauritaniaMauritiusMayotteMexicoMicronesiaMoldovaMonacoMongoliaMontenegroMontserratMoroccoMozambiqueMyanmarNamibiaNauruNepalNetherlandsNew CaledoniaNew ZealandNicaraguaNigerNigeriaNiueNorfolk IslandNorth KoreaNorthern Mariana IslandsNorwayOmanPakistanPalauPalestinian TerritoryPanamaPapua New GuineaParaguayPeruPhilippinesPitcairnPolandPortugalPuerto RicoQatarRepublic of the CongoReunionRomaniaRussiaRwandaSaint BarthelemySaint HelenaSaint Kitts and NevisSaint LuciaSaint MartinSaint Pierre and MiquelonSaint Vincent and the GrenadinesSamoaSan MarinoSao Tome and PrincipeSaudi ArabiaSenegalSerbiaSeychellesSierra LeoneSingaporeSint MaartenSlovakiaSloveniaSolomon IslandsSomaliaSouth AfricaSouth Georgia and the South Sandwich IslandsSouth KoreaSouth SudanSpainSri LankaSudanSurinameSvalbard and Jan MayenSwazilandSwedenSwitzerlandSyriaTaiwanTajikistanTanzaniaThailandTogoTokelauTongaTrinidad and TobagoTunisiaTurkeyTurkmenistanTurks and Caicos IslandsTuvaluU.S. Virgin IslandsUgandaUkraineUnited Arab EmiratesUnited KingdomUnited StatesUnited States Minor Outlying IslandsUruguayUzbekistanVanuatuVaticanVenezuelaVietnamWallis and FutunaWestern SaharaYemenZambiaZimbabwe
Sign me up for the newsletter!
© Copyright 2024, The Times Group. All Rights Reserved.
sakarya escort kızlarescort serdivanEskişehir escort
Removed from reading list
Sign in to your account
Username or Email Address
Password
Remember Me",0.05397727272727273,0.17575757575757575,neutral
Times,Second-hand car dealers cry foul,https://times.mw/second-hand-car-dealers-cry-foul/,politics,"By Isaac Salima
The Second-hand Car Dealers Association has expressed concern over the government’s change of tune on implementation of a new system of clearing used motor vehicles.
When presenting the mid-year budget statement to Parliament recently, Minister Finance Simplex Chithyola Banda announced that from December 01, 2023 start using Specific Taxes on used motor vehicles after gazetting customs and excise amendment orders in October this year.
It is reported that the government had, among other things, put fixed duty on cars according to size, year of make and type.
The development also meant that car importers would know in advance the amount of duty to pay for the particular motor car.
But early this month, Malawi Revenue Authority announced the revocation of the Specific Taxes and reverted to an old ad valorem tax method where the duty value is determined based on the value of a property.
The development has not gone down well with the car dealers who yesterday expressed their grievances through a press briefing in Blantyre.
The association’s president Themba Mkandawire said the change has inconvenienced them.
“These sudden changes affect us because importation of a car is not a one-day thing. It means those that had imported cars have been greatly inconvenienced because they will not have money to pay for the duty,” Mkandawire said.
In his remarks, the Second-hand Car Dealers Association General Secretary Aubrey Teputepu said they would engage the Minister of Finance to express their grievances.
“We have tried in vain to meet him and other officials. We ask for an opportunity to be heard because our capital is small and the revocation of the specific taxes will hit us hard because most of us will not be able to pay for the duty,” Teputepu said.
Chithyola Banda was not available yesterday to comment on the issue.",0.06529040404040404,0.3684217171717172,neutral
Times,Stock exchange in slow February start,https://times.mw/stock-exchange-in-slow-february-start/,politics,"The equity market opened February on a subdued note, with major indices edging lower despite pockets of buying at selected counters.
Investors took a cautious stance at the start of the new trading month.
According to theMalawi Stock Exchange(MSE) daily bulletin for February 2, the Malawi All Share Index (Masi) slipped by 633.54 points to 588,285.41, while the Domestic Share Index shed 566.20 points to close at 406,397.86.
The Foreign Share Index eased marginally by 3.42 points to 146,969.53
Market activity remained relatively firm, with total turnover reaching K89.96 billion from 158 deals, while overall market capitalisation stood at K32.07 trillion at the close of the session
Telecommunications firm TNM emerged as the day’s top gainer after its share price rose by 1.92 percentage points from K30.66 to MK31.25, pushed by strong demand that also made it the most traded counter by volume with 361,592 shares changing hands.
Blantyre Hotels posted a modest gain of 0.13 percent to K15.00, while Illovo Sugar inched up by a negligible margin to K2,680.01
However, selling pressure in heavyweight stocks weighed on the broader market.
Airtel Malawi plc saw its share price falling by 2.50 percent from K117.95 to K115.00. NBM plc share price slipped by 0.11 percent to K11,730.21, while NBS Bank plc price dropped by 0.06 percent to K891.92.
Trading data showed that more than 547,000 shares exchanged hands across the market on Monday.
The bond market remained active alongside equities, with numerous government securities quoted across different maturities.
Malawi Stock Brokers Business Development Manager Kondwani Makwakwa said there has been increasing supply on the market, driven largely by liquidity needs among investors.
According to Makwakwa, with muted demand, this has created competition on the sell side, leading to pressure on share prices.
“However, looking ahead, this phase may actually present an opportunity to long-term investors,” Makwakwa said.
Equity investor, Benedicto Nkhoma said the slowdown has also been exacerbated by the introduction of Capital Gains Tax as investors are looking at other opportunities in the market. “This is however short term and such volatility is normal. Once the results are out and investors have adjusted to inflationary pressure some arising from fuel and electricity price increases,” Nkhoma said.",0.10054788961038962,0.4486020923520924,positive
Times,MCP MPs boycott house committees,https://times.mw/mcp-mps-boycott-house-committees/,politics,"Malawi Congress Party (MCP) lawmakers Tuesday boycotted parliamentary committee meetings and vowed to maintain the protest over what they described as continued arrests of legislators.
They said they are unhappy because provisions of the Privileges Act grant legislators immunity a matter of procedure, reminding parliamentary leadership about what the Privileges Act stipulates, and it is incumbent on them to engage the other authorities.
“
For us, definitely we will be back in Parliament or here doing things related to parliamentary committees when we are 100 percent sure of our security because that’s exactly our ultimate goal,” Chithyola Banda said.
In a statement issued Tuesday, the Malawi Police Service said it had arrested Gwengwe, Kawale and former Secretary to the President and Cabinet, Colleen Zamba, in connection with investigations into contracts awarded to East Bridge involving fertiliser, soya beans and tobacco.
Malawi Police Service (MPS) spokesperson Lael Chimtembo said police officers conducted the arrests through a joint operation with the Anti-Corruption Bureau (ACB).
According to Chimtembo, the contracts between East Bridge and the Government of Malawi, the Ministry of Agriculture and Smallholder Farmers Fertilizer Revolving Fund of Malawi exceeded an estimated total value of K200 billion.
The suspects are being investigated for offences of abuse of office, fraud other than false pretences and money laundering.
Police say they will appear in court soon.
“The MPS wishes to assure the public that investigations are ongoing, and further details will be communicated in due course,” Chimtembo said.",-0.041666666666666664,0.46537037037037027,neutral
Times,Total withdraws South Africa court case,https://times.mw/total-withdraws-south-africa-court-case/,politics,"By Wezzie Gausi:
In what has become a multi-jurisdictional legal battle, TotalEnergies Marketing Limited has withdrawn its urgent application before the Johannesburg High Court in South Africa, clearing the way for the long-running fuel supply dispute to proceed in the High Court of Malawi.
The development is contained in correspondence from TotalEnergies’ South African lawyers, Clifford Dekker Hofmeyr Inc, dated February 2, 2026, in which the company indicates that it will, in the interim, withdraw the urgent application currently before the Johannesburg High Court.
The lawyers, however, state that their client does not agree with the earlier judgement, describing it as contrary to the law and procedurally unfair.
The lawyers, however, say all rights remain strictly reserved.
Reacting to the withdrawal, Malawi Government lawyer Lumbani Mbale, who is based in South Africa and was contracted by the Attorney General to represent Malawi in the matter, said the move effectively clears the path for the case to be heard in Malawi.
“This means that the case will now proceed in the High Court of Malawi. There is no room for arbitration because that option was already thrown out by the court,” Mbale said.
He added that the withdrawal may also signal an end to TotalEnergies’ attempts to pursue parallel proceedings in other jurisdictions.
“This may also mean that TotalEnergies will not be proceeding with the matter in the United Kingdom. They seem to be stepping back from foreign courts after failing to secure the relief they wanted,” Mbale said.
The dispute involves TotalEnergies, Prima Fuels and the Government of Malawi, and centres on unpaid funds and fuel rebates amounting to about 480 million dollars, equivalent to roughly K824 billion.
Of this amount, about 180 million United States dollars are claimed by the Malawi Government while 300 million United States dollars are owed to Prima Fuels.
The case arises from a 2002 fuel supply contract under which TotalEnergies was required to pay rebates to the Malawi Government in connection with its commercial arrangement with Prima Fuels.
TotalEnergies allegedly stopped making the payments in 2006, leading to arrears that later triggered legal action.
In 2019, the High Court approved arbitration proceedings in South Africa but the process was later terminated, forcing the matter back into Malawi courts.
In November 2025, the Malawi Supreme Court of Appeal dismissed TotalEnergies’ attempt to block the claim and directed that the dispute return to the High Court Commercial Division for a full trial.
Justice Rowland Mbvundula, delivering the ruling on behalf of a nine-member panel, ordered that the trial begin within 45 days and directed TotalEnergies to pay the costs of the appeal.
Despite the Supreme Court’s ruling, TotalEnergies has since pursued fresh arbitration proceedings in London while also filing applications in South Africa.
Attorney General Frank Mbeta and Prima Fuels had planned to ask the High Court Commercial Division in Lilongwe to issue an injunction against the London arbitration, arguing that TotalEnergies’ actions amounted to forum shopping and a direct challenge to Malawi’s judicial authority.
However, with the withdrawal of the South African case, attention now shifts back to the High Court of Malawi, where the substantive trial is expected to proceed in line with the Supreme Court’s directive.
Recently, Mbeta lamented the multi-jurisdictional nature of the case.",0.058440766550522646,0.3280574912891986,neutral
Times,Local coaches to understudy expert,https://times.mw/local-coaches-to-understudy-expert/,sports,"Following the Malawi National Netball Team’s awful display at the Africa Netball Cup in 2025, Netball Association of Malawi (Nam) has taken a strategic move to hire an international netball consultant to revive the senior side.
The Queens finished fourth at the continental tournament, missing automatic qualification for the 2027 Netball World Cup finals in Sydney, Australia.
In a statement released yesterday, Nam indicated that it had embarked on a comprehensive high‑performance reset for the Queens as part of preparations for the 2026 Commonwealth Games and the 2026 Africa Netball Cup, Netball World Cup Qualifiers.
“This strategic initiative reflects Nam’s commitment to enhancing tactical performance, strengthening technical capacity and building long‑term sustainability while preserving and enhancing Malawi’s rich and respected netball culture.
“At the centre of this reset is the engagement of [an] international high‑performance expert to work alongside Malawi Netball’s technical leadership, athletes and support staff. The focus is on modernising training systems, strengthening match execution, improving conditioning and mental resilience and ensuring the Malawi Queens are fully prepared to compete consistently against the world’s best,” the statement, which has been signed by Nam General Secretary Yamikani Khungwa-Kauma, reads.
The Nam GS says the expatriate would also focus on capacity building and succession planning of six Malawian coaches that would be identified and embedded into the high‑performance environment.
“This structured mentorship and hands‑on training model is designed to accelerate technical and tactical knowledge transfer, improve coaching standards across the national pathway, build a sustainable pool of elite local coaches and ensure long‑term continuity beyond the current competition cycle. This approach ensures that the benefits of international expertise extend well beyond the national team, strengthening the broader Malawian netball ecosystem,” Khungwa-Kauma said.
Currently, the Queens and junior national teams are without coaches following the expiry of contracts for respective mentors.
However, Khungwa-Kauma said qualified coaches were free to apply for the jobs which have been advertised.
Meanwhile, the association’s president Vitumbiko Mwandemange -Gubuduza has said the initiative comes at a pivotal moment for Malawi Netball.
“The Malawi Queens have a proud and respected history on the international stage, inspiring players and supporters across the country. Following encouraging performances at the Netball Youth World Cup and the Africa Netball Cup, the focus is now firmly on converting emerging talent into consistent senior‑level success with the support of Nico Group and our oversight Ministry.
Local netball pundit Neffie Kam’mata lauded the move.
“We need fresh and different ideas to revamp our netball. Otherwise, our netball will continue regressing,” she said.
In a related development, three Malawi Queens players — Tendai Masamba, Melia Soko and Stella Matelezi—will feature in the Singapore’s Deloitte Netball Super League next month.
This follows an initiative by United Kingdom-based athletes management firm Step Out 7 and Netball Singapore.
Khungwa-Kauma said the month-long stay in Singapore would give the trio invaluable additional exposure, competitive experience against top talent and further development in a professional environment.
According to a statement from Nam, Vanessa Sisters’ centre Soko and Blue Eagles Sisters’ attacker Matelezi were spotted at the Netball World Youth Cup in Gibraltar and the Africa Netball Cup 2025.
Tigresses’ all-rounder Tendai Masamba has been one of the consistent performers for the Queens.
Meanwhile, Step Out 7 and Netball Singapore have expressed excitement with the players, who include those from other African countries such as Uganda and Zimbabwe.",0.09280303030303029,0.31117424242424235,neutral
